@relation 'base6-191018-weka-weka.filters.unsupervised.attribute.Remove-R1-6,8,14-20'

@attribute nedge numeric
@attribute fval numeric
@attribute walklen numeric
@attribute hillclimb numeric
@attribute balswap numeric
@attribute improve1 numeric
@attribute drBool {FALSE,TRUE}

@data
805,39.927635,1,1,1,1,FALSE
774,39.841866,1,1,1,1,TRUE
775,12.054195,1,1,1,1,TRUE
842,38.003761,1,1,1,1,FALSE
822,36.160236,1,1,1,1,FALSE
784,36.77961,1,1,1,1,FALSE
825,37.505081,1,1,1,1,FALSE
772,36.182198,1,1,1,1,TRUE
793,36.082741,1,1,1,0,FALSE
792,37.189083,1,1,1,0,FALSE
799,36.324875,1,1,1,0,FALSE
768,12.808002,1,1,1,0,FALSE
778,38.078465,1,1,1,0,FALSE
815,38.036678,1,1,1,0,FALSE
824,14.762447,1,1,1,0,FALSE
815,14.74264,1,1,1,0,FALSE
816,39.877808,1,1,1,0,FALSE
785,35.227428,1,1,1,0,FALSE
741,35.147274,1,1,1,0,FALSE
819,37.263844,1,1,1,0,FALSE
796,35.17828,1,1,1,0,FALSE
804,36.656708,1,1,1,0,FALSE
803,36.722198,1,1,1,0,FALSE
767,13.837724,1,1,1,0,FALSE
796,14.793146,1,1,1,0,FALSE
790,35.12727,1,1,1,0,FALSE
794,13.846174,1,1,1,0,FALSE
766,15.048419,1,1,1,0,FALSE
785,35.19957,4,1,1,0,FALSE
784,35.745136,4,1,1,0,FALSE
786,14.39426,4,1,1,0,FALSE
793,14.21147,4,1,1,0,FALSE
774,40.696819,4,1,1,0,FALSE
778,36.334312,4,1,1,0,FALSE
786,13.104948,4,1,1,0,FALSE
783,36.826271,4,1,1,0,FALSE
826,14.575836,4,1,1,0,FALSE
771,12.781935,4,1,1,0,FALSE
784,34.764252,4,1,1,0,FALSE
792,14.193569,4,1,1,0,FALSE
805,15.391212,4,1,1,0,FALSE
795,35.618347,4,1,1,0,FALSE
778,36.233879,4,1,1,0,FALSE
791,14.138073,4,1,1,0,FALSE
787,37.057472,4,1,1,0,FALSE
793,37.324589,4,1,1,0,TRUE
805,38.793118,4,1,1,0,FALSE
781,36.484413,4,1,1,0,FALSE
785,36.635376,2,1,1,0,FALSE
791,36.346668,2,1,1,0,FALSE
779,39.849358,2,1,1,0,FALSE
776,36.875168,2,1,1,0,FALSE
816,14.398682,2,1,1,0,FALSE
799,36.862663,2,1,1,0,FALSE
801,13.945126,2,1,1,0,FALSE
792,15.629494,2,1,1,0,FALSE
795,38.116619,2,1,1,0,FALSE
788,13.480017,2,1,1,0,FALSE
820,37.394875,2,1,1,0,FALSE
824,37.362411,2,1,1,0,FALSE
788,37.915192,2,1,1,0,FALSE
792,37.372803,2,1,1,0,FALSE
814,14.154034,2,1,1,0,TRUE
777,14.710194,2,1,1,0,FALSE
809,14.504322,2,1,1,0,FALSE
806,13.8794,2,1,1,0,FALSE
791,13.543877,2,1,1,0,FALSE
764,13.064686,2,1,1,0,FALSE
803,37.338554,1,1,0,0,TRUE
783,37.163116,1,1,0,0,FALSE
789,12.164005,1,1,0,0,FALSE
795,9.561489,1,1,0,0,FALSE
828,38.160603,1,1,0,0,TRUE
791,37.27496,1,1,0,0,FALSE
811,15.328964,1,1,0,0,TRUE
833,36.890774,1,1,0,0,FALSE
799,34.850697,1,1,0,0,FALSE
778,36.003208,1,1,0,0,FALSE
828,37.452293,1,1,0,0,FALSE
832,38.531963,1,1,0,0,FALSE
838,38.408714,1,1,0,0,FALSE
733,36.081585,1,1,0,0,FALSE
811,14.951553,1,1,0,0,FALSE
825,36.833286,1,1,0,0,FALSE
796,14.682545,1,1,0,0,FALSE
824,13.68851,1,1,0,0,FALSE
820,35.759014,1,1,0,0,FALSE
836,14.478928,1,1,0,0,FALSE
820,15.36408,4,1,1,1,TRUE
790,35.763092,4,1,1,1,TRUE
840,15.75506,4,1,1,1,TRUE
817,37.149933,4,1,1,1,TRUE
792,13.759428,4,1,1,1,FALSE
815,38.963676,4,1,1,1,FALSE
787,37.585114,4,1,1,1,FALSE
838,38.249874,4,1,1,1,FALSE
805,15.427479,4,1,1,1,TRUE
866,14.038589,4,1,1,1,TRUE
811,36.392651,4,1,1,1,FALSE
805,15.270706,4,1,1,1,TRUE
834,38.192913,4,1,1,1,TRUE
802,36.395531,4,1,1,1,FALSE
793,37.877888,4,1,1,1,TRUE
803,36.815834,4,1,1,1,TRUE
845,42.60791,4,1,1,1,TRUE
846,14.968353,4,1,1,1,TRUE
789,35.56237,4,1,1,1,TRUE
840,37.593758,4,1,1,1,FALSE
829,15.97978,4,1,0,0,FALSE
809,13.129251,4,1,0,0,FALSE
804,14.613567,4,1,0,0,FALSE
803,38.216282,4,1,0,0,FALSE
770,14.443418,4,1,0,0,FALSE
757,12.71682,4,1,0,0,FALSE
815,13.213409,4,1,0,0,FALSE
814,37.546394,4,1,0,0,FALSE
825,36.692902,4,1,0,0,FALSE
795,36.352901,4,1,0,0,FALSE
799,37.325073,4,1,0,0,FALSE
799,13.707323,4,1,0,0,FALSE
817,38.025978,4,1,0,0,FALSE
814,13.124647,4,1,0,0,FALSE
806,38.265354,4,1,0,0,FALSE
830,36.715435,4,1,0,0,FALSE
792,13.798649,4,1,0,0,FALSE
836,14.857574,4,1,0,0,FALSE
808,38.957394,4,1,0,0,FALSE
872,38.225712,4,1,0,0,FALSE
857,12.962172,4,1,0,1,FALSE
805,39.921715,4,1,0,1,FALSE
793,35.38028,4,1,0,1,FALSE
822,38.99044,4,1,0,1,FALSE
825,37.598473,4,1,0,1,FALSE
853,39.023865,4,1,0,1,FALSE
793,14.918348,4,1,0,1,FALSE
774,36.321682,4,1,0,1,FALSE
794,14.06991,4,1,0,1,FALSE
828,38.576763,4,1,0,1,FALSE
825,15.422209,4,1,0,1,FALSE
805,36.628025,4,1,0,1,FALSE
807,37.454872,4,1,0,1,FALSE
801,37.624931,4,1,0,1,FALSE
819,36.654884,4,1,0,1,FALSE
805,36.263485,4,1,0,1,FALSE
854,16.000113,4,1,0,1,FALSE
826,39.173737,4,1,0,1,FALSE
839,12.206282,4,1,0,1,FALSE
787,34.587181,4,1,0,1,FALSE
814,13.021536,1,1,1,1,FALSE
822,38.274113,1,1,1,1,TRUE
838,13.908058,1,1,1,1,TRUE
806,13.246323,1,1,1,1,TRUE
831,36.987934,1,1,1,1,FALSE
793,36.79755,1,1,1,1,TRUE
787,38.918083,1,1,1,1,FALSE
865,16.063503,1,1,1,1,TRUE
831,14.13611,1,1,1,1,FALSE
837,15.62236,1,1,1,1,TRUE
788,36.444965,1,1,1,1,FALSE
836,40.023041,1,1,1,1,FALSE
795,14.128725,1,1,1,1,TRUE
825,36.361889,1,1,1,1,FALSE
796,35.737667,1,1,1,1,FALSE
833,14.786512,1,1,1,1,FALSE
800,13.560408,1,1,1,1,TRUE
820,41.748848,1,1,1,1,TRUE
775,12.276581,1,1,1,1,TRUE
855,15.949343,1,1,1,1,FALSE
802,13.950546,1,1,0,1,FALSE
832,39.668667,1,1,0,1,FALSE
832,15.525632,1,1,0,1,FALSE
780,35.515144,1,1,0,1,FALSE
817,36.196636,1,1,0,1,FALSE
809,37.727959,1,1,0,1,FALSE
813,36.764576,1,1,0,1,FALSE
813,40.741833,1,1,0,1,FALSE
804,37.386978,1,1,0,1,FALSE
801,36.640274,1,1,0,1,FALSE
835,37.006893,1,1,0,1,FALSE
823,16.402081,1,1,0,1,FALSE
793,35.937347,1,1,0,1,FALSE
835,13.171387,1,1,0,1,FALSE
787,36.116173,1,1,0,1,FALSE
817,37.067726,1,1,0,1,FALSE
819,37.52137,1,1,0,1,FALSE
815,37.506916,1,1,0,1,FALSE
824,15.293417,1,1,0,1,FALSE
826,37.46347,1,1,0,1,FALSE
796,38.089462,2,1,1,0,FALSE
781,36.627132,2,1,1,0,FALSE
815,37.209946,2,1,1,0,FALSE
816,13.952984,2,1,1,0,FALSE
820,37.344738,2,1,1,0,FALSE
798,37.356876,2,1,1,0,FALSE
821,37.27644,2,1,1,0,FALSE
804,35.610069,2,1,1,0,FALSE
804,14.228454,2,1,1,0,FALSE
815,14.911724,2,1,1,0,FALSE
792,14.429035,2,1,1,0,FALSE
808,36.063583,2,1,1,0,FALSE
830,37.964325,2,1,1,0,FALSE
777,35.010654,2,1,1,0,FALSE
829,38.482426,2,1,1,0,FALSE
768,14.123592,2,1,1,0,FALSE
837,38.150368,2,1,1,0,TRUE
851,38.65646,2,1,1,0,FALSE
754,12.993946,2,1,1,0,FALSE
814,36.767044,2,1,1,0,FALSE
780,35.774952,2,1,0,0,FALSE
853,36.945114,2,1,0,0,FALSE
831,13.820879,2,1,0,0,FALSE
826,36.634605,2,1,0,0,FALSE
826,39.031239,2,1,0,0,FALSE
791,13.026703,2,1,0,0,FALSE
823,14.27713,2,1,0,0,FALSE
791,36.462234,2,1,0,0,FALSE
822,15.877472,2,1,0,0,TRUE
828,14.043739,2,1,0,0,FALSE
809,15.262085,2,1,0,0,FALSE
838,40.774342,2,1,0,0,FALSE
838,16.66217,2,1,0,0,FALSE
834,13.248302,2,1,0,0,FALSE
792,35.993824,2,1,0,0,FALSE
862,38.893204,2,1,0,0,FALSE
819,36.262005,2,1,0,0,TRUE
805,38.263809,2,1,0,0,FALSE
810,14.611419,2,1,0,0,FALSE
820,15.221304,2,1,0,0,FALSE
799,36.933552,4,1,1,0,FALSE
843,16.113098,4,1,1,0,FALSE
826,15.69408,4,1,1,0,FALSE
797,36.535889,4,1,1,0,FALSE
814,14.00597,4,1,1,0,FALSE
871,17.386305,4,1,1,0,TRUE
787,14.348984,4,1,1,0,FALSE
802,13.190819,4,1,1,0,FALSE
806,14.235235,4,1,1,0,FALSE
866,40.931801,4,1,1,0,FALSE
833,13.147005,4,1,1,0,FALSE
795,13.968921,4,1,1,0,FALSE
860,15.878492,4,1,1,0,FALSE
820,16.158472,4,1,1,0,FALSE
765,35.30328,4,1,1,0,FALSE
804,35.800426,4,1,1,0,FALSE
828,14.632257,4,1,1,0,FALSE
812,14.98,4,1,1,0,FALSE
826,14.083857,4,1,1,0,FALSE
806,38.960938,4,1,1,0,FALSE
788,38.107609,2,1,0,1,FALSE
842,37.276314,2,1,0,1,FALSE
821,14.638385,2,1,0,1,FALSE
816,37.056015,2,1,0,1,FALSE
836,36.594406,2,1,0,1,FALSE
815,39.036137,2,1,0,1,FALSE
799,15.379808,2,1,0,1,FALSE
789,37.401825,2,1,0,1,FALSE
822,37.482937,2,1,0,1,FALSE
835,37.141788,2,1,0,1,FALSE
806,36.629269,2,1,0,1,FALSE
836,37.539509,2,1,0,1,FALSE
801,39.655495,2,1,0,1,FALSE
774,36.464508,2,1,0,1,FALSE
794,38.832726,2,1,0,1,FALSE
785,37.095028,2,1,0,1,FALSE
786,35.587906,2,1,0,1,FALSE
793,35.984077,2,1,0,1,FALSE
806,14.282362,2,1,0,1,FALSE
830,15.848305,2,1,0,1,FALSE
816,14.63283,2,1,1,1,FALSE
817,15.762293,2,1,1,1,FALSE
824,15.20999,2,1,1,1,TRUE
818,37.255474,2,1,1,1,TRUE
824,14.174668,2,1,1,1,TRUE
819,38.035801,2,1,1,1,TRUE
838,14.966631,2,1,1,1,TRUE
804,35.387779,2,1,1,1,TRUE
813,37.713619,2,1,1,1,TRUE
830,39.010201,2,1,1,1,TRUE
815,38.571941,2,1,1,1,TRUE
829,15.65649,2,1,1,1,FALSE
834,15.740732,2,1,1,1,TRUE
830,15.524902,2,1,1,1,TRUE
814,36.121159,2,1,1,1,TRUE
783,35.502167,2,1,1,1,TRUE
801,37.112915,2,1,1,1,TRUE
784,36.521397,2,1,1,1,TRUE
828,37.079384,2,1,1,1,TRUE
803,36.29314,2,1,1,1,TRUE
828,39.930119,1,1,1,0,FALSE
789,37.981812,1,1,1,0,FALSE
802,15.870546,1,1,1,0,FALSE
839,14.062843,1,1,1,0,FALSE
821,37.339287,1,1,1,0,FALSE
812,15.538538,1,1,1,0,FALSE
818,36.662846,1,1,1,0,FALSE
810,36.231861,1,1,1,0,FALSE
832,14.76108,1,1,1,0,FALSE
838,15.073334,1,1,1,0,FALSE
799,39.888706,1,1,1,0,FALSE
799,36.377728,1,1,1,0,FALSE
809,14.130484,1,1,1,0,FALSE
845,37.973278,1,1,1,0,TRUE
797,35.397633,1,1,1,0,FALSE
827,40.189026,1,1,1,0,FALSE
810,12.901342,1,1,1,0,FALSE
798,35.895493,1,1,1,0,FALSE
816,36.572887,1,1,1,0,FALSE
776,35.522278,1,1,1,0,FALSE
818,36.723846,4,1,1,0,FALSE
819,39.975334,4,1,1,0,FALSE
795,35.828278,4,1,1,0,FALSE
830,14.653767,4,1,1,0,FALSE
832,13.171709,4,1,1,0,FALSE
879,37.693882,4,1,1,0,TRUE
794,14.53225,4,1,1,0,TRUE
876,16.663788,4,1,1,0,FALSE
814,14.766792,4,1,1,0,TRUE
827,37.958363,4,1,1,0,TRUE
826,38.155682,4,1,1,0,TRUE
836,36.816795,4,1,1,0,FALSE
860,40.250645,4,1,1,0,FALSE
832,37.177353,4,1,1,0,FALSE
839,37.61187,4,1,1,0,TRUE
855,16.439619,4,1,1,0,TRUE
848,15.767254,4,1,1,0,TRUE
812,37.995018,4,1,1,0,FALSE
802,36.321194,4,1,1,0,FALSE
800,38.441101,4,1,1,0,TRUE
850,39.193672,4,1,1,1,TRUE
824,39.870068,4,1,1,1,TRUE
799,15.5354,4,1,1,1,FALSE
837,15.901993,4,1,1,1,TRUE
845,38.115391,4,1,1,1,TRUE
823,36.113239,4,1,1,1,FALSE
837,15.580895,4,1,1,1,TRUE
800,14.685114,4,1,1,1,FALSE
841,38.406448,4,1,1,1,TRUE
845,40.273422,4,1,1,1,FALSE
827,15.710983,4,1,1,1,TRUE
840,37.199383,4,1,1,1,FALSE
778,13.83947,4,1,1,1,FALSE
803,37.380798,4,1,1,1,TRUE
813,36.682999,4,1,1,1,FALSE
857,38.207378,4,1,1,1,FALSE
826,36.560745,4,1,1,1,FALSE
822,14.049112,4,1,1,1,FALSE
821,36.369328,4,1,1,1,FALSE
813,36.606133,4,1,1,1,FALSE
847,37.416836,1,1,1,1,TRUE
891,43.718288,1,1,1,1,TRUE
821,38.141712,1,1,1,1,TRUE
798,14.097076,1,1,1,1,TRUE
843,15.698664,1,1,1,1,FALSE
793,13.828025,1,1,1,1,TRUE
868,40.144226,1,1,1,1,TRUE
847,39.273178,1,1,1,1,TRUE
818,15.834671,1,1,1,1,TRUE
836,39.041,1,1,1,1,FALSE
835,37.918312,1,1,1,1,TRUE
812,38.145313,1,1,1,1,TRUE
837,38.3717,1,1,1,1,TRUE
818,37.719036,1,1,1,1,TRUE
844,37.781181,1,1,1,1,TRUE
866,13.342575,1,1,1,1,FALSE
808,37.471355,1,1,1,1,TRUE
773,13.781315,1,1,1,1,TRUE
844,39.407784,1,1,1,1,FALSE
837,15.490024,1,1,1,1,FALSE
847,39.145744,2,1,1,1,FALSE
821,13.24065,2,1,1,1,TRUE
862,39.545513,2,1,1,1,FALSE
815,36.967453,2,1,1,1,TRUE
860,37.641052,2,1,1,1,FALSE
865,38.649258,2,1,1,1,TRUE
844,41.681572,2,1,1,1,TRUE
859,39.3437,2,1,1,1,TRUE
828,13.951151,2,1,1,1,TRUE
868,40.086674,2,1,1,1,TRUE
869,16.830454,2,1,1,1,TRUE
869,39.972588,2,1,1,1,FALSE
833,36.613079,2,1,1,1,TRUE
829,12.261406,2,1,1,1,FALSE
829,14.969023,2,1,1,1,FALSE
844,37.753494,2,1,1,1,TRUE
824,35.923676,2,1,1,1,TRUE
803,14.609928,2,1,1,1,FALSE
851,38.289234,2,1,1,1,TRUE
812,35.577114,2,1,1,1,TRUE
850,38.318649,2,1,1,0,FALSE
859,15.99919,2,1,1,0,FALSE
826,37.323277,2,1,1,0,TRUE
850,14.971964,2,1,1,0,TRUE
847,15.998661,2,1,1,0,TRUE
787,36.129265,2,1,1,0,TRUE
810,36.890232,2,1,1,0,FALSE
822,38.609467,2,1,1,0,FALSE
852,37.771584,2,1,1,0,FALSE
858,16.523872,2,1,1,0,FALSE
842,15.778503,2,1,1,0,FALSE
835,14.651323,2,1,1,0,TRUE
864,38.549324,2,1,1,0,FALSE
838,14.789335,2,1,1,0,FALSE
816,36.577873,2,1,1,0,FALSE
828,16.337185,2,1,1,0,FALSE
833,14.128088,2,1,1,0,TRUE
872,14.214703,2,1,1,0,FALSE
868,16.778835,2,1,1,0,TRUE
838,41.694736,2,1,1,0,FALSE
834,38.154568,1,1,0,1,FALSE
826,37.660172,1,1,0,1,FALSE
836,38.351765,1,1,0,1,FALSE
819,37.458698,1,1,0,1,FALSE
829,37.069942,1,1,0,1,FALSE
862,17.33182,1,1,0,1,FALSE
811,38.298904,1,1,0,1,FALSE
884,40.20121,1,1,0,1,FALSE
811,36.713463,1,1,0,1,FALSE
864,17.191835,1,1,0,1,FALSE
836,37.259892,1,1,0,1,FALSE
873,16.610256,1,1,0,1,FALSE
867,38.660679,1,1,0,1,FALSE
803,13.947741,1,1,0,1,FALSE
873,16.788963,1,1,0,1,FALSE
832,36.723721,1,1,0,1,FALSE
793,14.926268,1,1,0,1,FALSE
850,36.864632,1,1,0,1,FALSE
882,38.120686,1,1,0,1,FALSE
856,40.051537,1,1,0,1,FALSE
839,38.024822,4,1,0,1,FALSE
851,15.059687,4,1,0,1,FALSE
832,37.042755,4,1,0,1,FALSE
846,37.609371,4,1,0,1,FALSE
821,37.74651,4,1,0,1,FALSE
815,14.688335,4,1,0,1,FALSE
831,38.192783,4,1,0,1,FALSE
831,37.618942,4,1,0,1,FALSE
811,37.215641,4,1,0,1,FALSE
832,38.788834,4,1,0,1,FALSE
753,34.222797,4,1,0,1,FALSE
835,38.243851,4,1,0,1,FALSE
856,38.56707,4,1,0,1,FALSE
830,13.334286,4,1,0,1,FALSE
835,40.812424,4,1,0,1,FALSE
825,36.77169,4,1,0,1,FALSE
842,39.216785,4,1,0,1,FALSE
848,40.046825,4,1,0,1,FALSE
850,37.452503,4,1,0,1,FALSE
851,38.379543,4,1,0,1,FALSE
834,38.477707,2,1,0,0,FALSE
824,38.161015,2,1,0,0,FALSE
835,14.891529,2,1,0,0,FALSE
841,15.398125,2,1,0,0,FALSE
799,36.282837,2,1,0,0,FALSE
811,37.678429,2,1,0,0,FALSE
851,14.98409,2,1,0,0,FALSE
832,16.221111,2,1,0,0,FALSE
820,15.319698,2,1,0,0,FALSE
858,15.741856,2,1,0,0,FALSE
810,36.455032,2,1,0,0,FALSE
825,37.127567,2,1,0,0,FALSE
839,13.962141,2,1,0,0,FALSE
810,38.95396,2,1,0,0,FALSE
820,37.178452,2,1,0,0,FALSE
850,39.141399,2,1,0,0,FALSE
833,14.614288,2,1,0,0,FALSE
822,38.243843,2,1,0,0,FALSE
871,38.699089,2,1,0,0,FALSE
813,12.3064,2,1,0,0,FALSE
806,14.668062,1,1,1,0,FALSE
818,40.847702,1,1,1,0,TRUE
871,41.188244,1,1,1,0,FALSE
841,39.273636,1,1,1,0,FALSE
850,37.401855,1,1,1,0,FALSE
817,38.3484,1,1,1,0,FALSE
854,39.590919,1,1,1,0,FALSE
846,11.473581,1,1,1,0,FALSE
803,11.405787,1,1,1,0,FALSE
836,36.845474,1,1,1,0,TRUE
816,39.605572,1,1,1,0,FALSE
850,15.057924,1,1,1,0,FALSE
859,37.938721,1,1,1,0,TRUE
849,37.505398,1,1,1,0,FALSE
823,38.266926,1,1,1,0,FALSE
859,41.804779,1,1,1,0,TRUE
834,16.677336,1,1,1,0,FALSE
840,38.262573,1,1,1,0,FALSE
793,36.836487,1,1,1,0,FALSE
846,15.658926,1,1,1,0,FALSE
900,42.168419,2,1,0,1,FALSE
847,37.388611,2,1,0,1,FALSE
810,38.050835,2,1,0,1,FALSE
874,40.902439,2,1,0,1,FALSE
876,38.139328,2,1,0,1,FALSE
876,38.746826,2,1,0,1,FALSE
822,12.930965,2,1,0,1,FALSE
839,38.729053,2,1,0,1,FALSE
802,15.217846,2,1,0,1,FALSE
821,13.973265,2,1,0,1,FALSE
845,16.169994,2,1,0,1,FALSE
816,15.163399,2,1,0,1,FALSE
811,37.332588,2,1,0,1,FALSE
851,16.338144,2,1,0,1,FALSE
834,14.783924,2,1,0,1,FALSE
840,40.067677,2,1,0,1,FALSE
839,39.285725,2,1,0,1,FALSE
854,17.253492,2,1,0,1,FALSE
845,14.175217,2,1,0,1,FALSE
861,15.71253,2,1,0,1,FALSE
817,36.253922,4,1,0,0,FALSE
846,39.056622,4,1,0,0,FALSE
819,15.498701,4,1,0,0,FALSE
878,39.350193,4,1,0,0,FALSE
832,36.136578,4,1,0,0,FALSE
844,38.59687,4,1,0,0,FALSE
799,36.53566,4,1,0,0,FALSE
845,38.349209,4,1,0,0,FALSE
832,14.396927,4,1,0,0,FALSE
788,35.57933,4,1,0,0,FALSE
892,17.326447,4,1,0,0,FALSE
815,15.735668,4,1,0,0,FALSE
810,37.594212,4,1,0,0,FALSE
835,38.436424,4,1,0,0,FALSE
859,39.323551,4,1,0,0,FALSE
817,36.326736,4,1,0,0,FALSE
822,15.579088,4,1,0,0,FALSE
806,36.053925,4,1,0,0,FALSE
820,14.683624,4,1,0,0,FALSE
865,40.002769,4,1,0,0,FALSE
897,16.608685,1,1,0,0,FALSE
832,37.162544,1,1,0,0,FALSE
885,16.034929,1,1,0,0,FALSE
866,15.635309,1,1,0,0,FALSE
777,36.043308,1,1,0,0,TRUE
788,14.233696,1,1,0,0,FALSE
840,16.322264,1,1,0,0,FALSE
860,42.732533,1,1,0,0,FALSE
825,38.065193,1,1,0,0,FALSE
849,37.697746,1,1,0,0,TRUE
828,15.014259,1,1,0,0,FALSE
842,40.823616,1,1,0,0,FALSE
818,14.52286,1,1,0,0,FALSE
822,37.591728,1,1,0,0,FALSE
849,16.302429,1,1,0,0,FALSE
787,15.512959,1,1,0,0,FALSE
831,38.424965,1,1,0,0,FALSE
849,39.524433,1,1,0,0,FALSE
832,37.354912,1,1,0,0,FALSE
833,36.851871,1,1,0,0,FALSE
683,34.130203,1,1,1,0,FALSE
717,10.238098,1,1,1,0,FALSE
708,10.037941,1,1,1,0,FALSE
733,10.489861,1,1,1,0,FALSE
709,9.825478,1,1,1,0,FALSE
659,8.642671,1,1,1,0,FALSE
729,9.574287,1,1,1,0,FALSE
714,9.860777,1,1,1,0,FALSE
694,9.089069,1,1,1,0,FALSE
733,11.217815,1,1,1,0,FALSE
728,10.484282,1,1,1,0,FALSE
674,8.891774,1,1,1,0,FALSE
711,11.211641,1,1,1,0,FALSE
708,10.212173,1,1,1,0,FALSE
724,9.429715,1,1,1,0,FALSE
709,37.69075,1,1,1,0,FALSE
708,9.548693,1,1,1,0,FALSE
734,10.975756,1,1,1,0,FALSE
723,9.284756,1,1,1,0,FALSE
716,35.153389,1,1,1,0,FALSE
745,11.630825,1,1,0,1,FALSE
703,9.141167,1,1,0,1,FALSE
681,9.620415,1,1,0,1,FALSE
716,9.057398,1,1,0,1,FALSE
700,9.251219,1,1,0,1,FALSE
707,9.779907,1,1,0,1,FALSE
720,10.577288,1,1,0,1,FALSE
702,33.209717,1,1,0,1,FALSE
689,10.147123,1,1,0,1,FALSE
698,9.494274,1,1,0,1,FALSE
674,8.553398,1,1,0,1,FALSE
683,8.365358,1,1,0,1,FALSE
756,37.630211,1,1,0,1,FALSE
659,33.006275,1,1,0,1,FALSE
699,8.967855,1,1,0,1,FALSE
707,34.409737,1,1,0,1,FALSE
778,11.963047,1,1,0,1,FALSE
680,33.326302,1,1,0,1,FALSE
685,9.481377,1,1,0,1,FALSE
720,35.950554,1,1,0,1,FALSE
696,9.563602,2,1,1,1,FALSE
679,8.622087,2,1,1,1,FALSE
704,10.274414,2,1,1,1,TRUE
692,9.623692,2,1,1,1,FALSE
605,7.048119,2,1,1,1,FALSE
715,9.276979,2,1,1,1,TRUE
732,10.267448,2,1,1,1,TRUE
734,9.984034,2,1,1,1,TRUE
698,8.977507,2,1,1,1,FALSE
696,9.523344,2,1,1,1,FALSE
718,9.096757,2,1,1,1,FALSE
725,10.536884,2,1,1,1,TRUE
741,11.348305,2,1,1,1,FALSE
725,9.237263,2,1,1,1,TRUE
694,34.48642,2,1,1,1,FALSE
683,8.857391,2,1,1,1,FALSE
699,9.486899,2,1,1,1,TRUE
689,9.551884,2,1,1,1,FALSE
746,9.423247,2,1,1,1,TRUE
762,10.668905,2,1,1,1,TRUE
710,8.98175,1,1,0,0,FALSE
744,10.452824,1,1,0,0,FALSE
722,9.520744,1,1,0,0,FALSE
703,9.168437,1,1,0,0,TRUE
687,8.943328,1,1,0,0,FALSE
718,9.509581,1,1,0,0,FALSE
739,10.810501,1,1,0,0,FALSE
696,9.094063,1,1,0,0,FALSE
703,9.441381,1,1,0,0,FALSE
652,8.19856,1,1,0,0,FALSE
701,9.504082,1,1,0,0,TRUE
661,32.731853,1,1,0,0,FALSE
730,10.507027,1,1,0,0,FALSE
703,33.275242,1,1,0,0,FALSE
673,9.204268,1,1,0,0,FALSE
699,35.334286,1,1,0,0,FALSE
704,10.877197,1,1,0,0,FALSE
740,10.219582,1,1,0,0,FALSE
721,36.10107,1,1,0,0,FALSE
734,9.858377,1,1,0,0,FALSE
721,35.948921,2,1,1,0,FALSE
686,9.59034,2,1,1,0,FALSE
684,34.09903,2,1,1,0,FALSE
734,10.113441,2,1,1,0,FALSE
696,35.838547,2,1,1,0,FALSE
773,37.973362,2,1,1,0,FALSE
713,9.709991,2,1,1,0,FALSE
708,9.644857,2,1,1,0,FALSE
690,34.081299,2,1,1,0,FALSE
737,34.808311,2,1,1,0,FALSE
694,9.947123,2,1,1,0,FALSE
699,8.533581,2,1,1,0,FALSE
723,9.884112,2,1,1,0,FALSE
696,9.139199,2,1,1,0,FALSE
728,10.313982,2,1,1,0,FALSE
742,10.93399,2,1,1,0,FALSE
714,10.334576,2,1,1,0,FALSE
689,34.115051,2,1,1,0,FALSE
700,10.864723,2,1,1,0,FALSE
734,10.513433,2,1,1,0,FALSE
700,9.907835,4,1,0,0,FALSE
704,9.709841,4,1,0,0,FALSE
698,9.913954,4,1,0,0,TRUE
680,9.475672,4,1,0,0,FALSE
698,33.991154,4,1,0,0,TRUE
681,8.621707,4,1,0,0,FALSE
741,36.082024,4,1,0,0,FALSE
692,9.606964,4,1,0,0,FALSE
724,9.707914,4,1,0,0,FALSE
695,10.284622,4,1,0,0,FALSE
650,8.419025,4,1,0,0,FALSE
691,9.621605,4,1,0,0,FALSE
713,34.503529,4,1,0,0,FALSE
687,8.422328,4,1,0,0,FALSE
702,9.659561,4,1,0,0,FALSE
767,11.429781,4,1,0,0,FALSE
704,35.940247,4,1,0,0,FALSE
705,10.472677,4,1,0,0,FALSE
745,10.935703,4,1,0,0,FALSE
732,11.182121,4,1,0,0,FALSE
686,8.194271,4,1,1,0,FALSE
721,36.898598,4,1,1,0,FALSE
711,10.051638,4,1,1,0,FALSE
707,10.222105,4,1,1,0,FALSE
713,10.325496,4,1,1,0,FALSE
717,10.734554,4,1,1,0,FALSE
707,35.917084,4,1,1,0,FALSE
706,9.16594,4,1,1,0,FALSE
738,10.45952,4,1,1,0,FALSE
724,35.073357,4,1,1,0,FALSE
705,7.547094,4,1,1,0,FALSE
699,8.688663,4,1,1,0,FALSE
726,10.171818,4,1,1,0,FALSE
698,35.182381,4,1,1,0,FALSE
700,9.332594,4,1,1,0,FALSE
720,10.433811,4,1,1,0,FALSE
700,9.461961,4,1,1,0,FALSE
765,12.122419,4,1,1,0,FALSE
735,9.638325,4,1,1,0,FALSE
719,34.160767,4,1,1,0,FALSE
667,6.304912,2,1,0,1,FALSE
715,10.699485,2,1,0,1,FALSE
754,10.432667,2,1,0,1,FALSE
670,9.306507,2,1,0,1,FALSE
694,9.568651,2,1,0,1,FALSE
