@relation 'base7-191018-weka-weka.filters.unsupervised.attribute.Remove-R1-6,8,14-17,19-20-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R4'

@attribute nedge numeric
@attribute fval numeric
@attribute walklen numeric
@attribute balswap numeric
@attribute improve1 numeric
@attribute drBool {FALSE,TRUE}

@data
3214,34.597496,1,0,1,FALSE
3179,28.767509,1,0,1,FALSE
3212,33.139915,1,0,1,FALSE
3284,34.403809,1,0,1,FALSE
3193,32.634617,1,0,1,FALSE
3175,31.341137,1,0,1,FALSE
3144,67.416946,1,0,1,FALSE
3223,31.740143,2,0,0,FALSE
3188,32.272999,2,0,0,FALSE
3155,66.829849,2,0,0,FALSE
3154,67.863068,2,0,0,FALSE
3276,33.94986,2,0,0,FALSE
3255,33.383247,2,0,0,FALSE
3198,30.508411,2,0,0,FALSE
3217,33.523205,2,0,0,FALSE
3206,67.919754,2,0,0,FALSE
3201,31.897438,2,0,0,FALSE
3113,33.640282,2,0,0,FALSE
3263,28.937363,2,0,0,FALSE
3184,69.37233,2,0,0,FALSE
3125,30.893051,2,0,0,FALSE
3228,66.365616,2,0,0,FALSE
3238,32.126534,2,0,0,FALSE
3167,31.514626,2,0,0,FALSE
3226,67.748291,2,0,0,FALSE
3201,32.561646,2,0,0,FALSE
3112,30.889645,2,0,0,FALSE
3166,68.719208,2,1,1,FALSE
3119,65.471497,2,1,1,FALSE
3223,32.777077,2,1,1,FALSE
3169,68.591507,2,1,1,FALSE
3144,32.679779,2,1,1,FALSE
3267,70.51693,2,1,1,FALSE
3153,67.757195,2,1,1,FALSE
3194,33.070686,2,1,1,TRUE
3139,66.620522,2,1,1,FALSE
3236,33.27224,2,1,1,FALSE
3219,33.954556,2,1,1,FALSE
3204,32.054295,2,1,1,TRUE
3160,68.29203,2,1,1,FALSE
3210,32.539864,2,1,1,TRUE
3216,32.552067,2,1,1,FALSE
3220,69.619301,2,1,1,TRUE
3203,32.409828,2,1,1,TRUE
3148,32.133537,2,1,1,TRUE
3214,32.90522,2,1,1,TRUE
3234,31.934322,2,1,1,FALSE
3249,32.603279,4,1,1,TRUE
3304,34.041023,4,1,1,TRUE
3307,67.902573,4,1,1,FALSE
3269,33.943272,4,1,1,FALSE
3365,75.17952,4,1,1,TRUE
3242,68.859909,4,1,1,TRUE
3320,35.070393,4,1,1,TRUE
3220,32.969589,4,1,1,TRUE
3331,34.821785,4,1,1,TRUE
3331,71.189438,4,1,1,FALSE
3258,71.404907,4,1,1,TRUE
3308,33.889511,4,1,1,FALSE
3298,35.266148,4,1,1,TRUE
3270,34.981194,4,1,1,TRUE
3325,35.078545,4,1,1,TRUE
3246,67.707611,4,1,1,TRUE
3290,34.317207,4,1,1,FALSE
3286,72.461967,4,1,1,TRUE
3275,34.741131,4,1,1,TRUE
3379,36.457779,4,1,1,TRUE
3334,34.778664,1,0,1,FALSE
3261,70.645508,1,0,1,FALSE
3297,32.318443,1,0,1,FALSE
3295,34.756573,1,0,1,FALSE
3267,69.779037,1,0,1,FALSE
3306,68.432373,1,0,1,FALSE
3270,68.209,1,0,1,FALSE
3174,34.547421,1,0,1,FALSE
3245,72.248337,1,0,1,FALSE
3301,35.098335,1,0,1,FALSE
3217,30.654224,1,0,1,FALSE
3288,69.852684,1,0,1,FALSE
3254,67.011703,1,0,1,FALSE
3248,68.93042,1,0,1,FALSE
3341,71.124718,1,0,1,FALSE
3279,71.670425,1,0,1,FALSE
3177,32.899445,1,0,1,FALSE
3311,35.51152,1,0,1,FALSE
3311,34.836807,1,0,1,FALSE
3308,34.489952,1,0,1,FALSE
3281,67.839157,2,1,0,FALSE
3284,35.65654,2,1,0,FALSE
3317,35.940952,2,1,0,FALSE
3377,75.249115,2,1,0,FALSE
3256,69.021332,2,1,0,FALSE
3294,67.795357,2,1,0,FALSE
3325,70.615959,2,1,0,FALSE
3189,68.017441,2,1,0,FALSE
3326,70.588165,2,1,0,FALSE
3365,33.99556,2,1,0,FALSE
3224,68.778442,2,1,0,FALSE
3234,69.499054,2,1,0,FALSE
3207,32.580902,2,1,0,FALSE
3241,71.58445,2,1,0,FALSE
3307,30.755238,2,1,0,FALSE
3255,67.403244,2,1,0,FALSE
3296,34.196114,2,1,0,FALSE
3274,69.313644,2,1,0,FALSE
3330,36.507343,2,1,0,FALSE
3223,68.545624,2,1,0,FALSE
3327,34.874474,1,0,0,FALSE
3278,33.811504,1,0,0,FALSE
3268,69.621239,1,0,0,FALSE
3324,70.885727,1,0,0,FALSE
3282,33.309181,1,0,0,FALSE
3196,67.223,1,0,0,FALSE
3290,67.921326,1,0,0,FALSE
3251,32.366852,1,0,0,FALSE
3257,33.929276,1,0,0,FALSE
3245,33.765625,1,0,0,FALSE
3328,69.834244,1,0,0,FALSE
3281,35.023048,1,0,0,FALSE
3294,33.565262,1,0,0,FALSE
3293,34.93259,1,0,0,FALSE
3191,29.770725,1,0,0,FALSE
3247,33.95219,1,0,0,FALSE
3326,34.354782,1,0,0,FALSE
3248,31.520821,1,0,0,FALSE
3250,34.630295,1,0,0,FALSE
3363,70.850372,1,0,0,FALSE
3269,34.025776,1,1,0,FALSE
3354,71.484627,1,1,0,FALSE
3262,34.223827,1,1,0,FALSE
3339,68.928711,1,1,0,FALSE
3242,32.839046,1,1,0,FALSE
3314,69.970581,1,1,0,FALSE
3314,69.713806,1,1,0,FALSE
3277,34.466709,1,1,0,FALSE
3287,33.553223,1,1,0,FALSE
3287,35.383759,1,1,0,FALSE
3202,28.721519,1,1,0,FALSE
3281,69.910454,1,1,0,FALSE
3390,73.395531,1,1,0,FALSE
3339,29.068424,1,1,0,FALSE
3266,70.077377,1,1,0,FALSE
3222,33.514576,1,1,0,FALSE
3225,69.722305,1,1,0,FALSE
3272,67.717743,1,1,0,FALSE
3340,30.785431,1,1,0,FALSE
3329,36.290466,1,1,0,FALSE
3278,33.347504,4,1,0,FALSE
3358,33.695183,4,1,0,FALSE
3295,34.235664,4,1,0,FALSE
3257,33.274532,4,1,0,FALSE
3261,35.962975,4,1,0,FALSE
3346,70.769127,4,1,0,FALSE
3269,68.847694,4,1,0,FALSE
3315,34.086842,4,1,0,FALSE
3354,36.017986,4,1,0,FALSE
3265,70.720215,4,1,0,FALSE
3331,72.05143,4,1,0,FALSE
3285,70.748573,4,1,0,FALSE
3293,73.359688,4,1,0,FALSE
3306,69.924423,4,1,0,FALSE
3312,75.100693,4,1,0,FALSE
3321,34.33696,4,1,0,FALSE
3304,71.644173,4,1,0,FALSE
3336,70.938179,4,1,0,FALSE
3301,69.374756,4,1,0,FALSE
3353,35.117073,4,1,0,FALSE
3313,35.42984,2,1,1,FALSE
3306,31.725945,2,1,1,FALSE
3312,70.915947,2,1,1,TRUE
3270,70.492531,2,1,1,FALSE
3226,71.251488,2,1,1,FALSE
3281,72.300659,2,1,1,TRUE
3353,32.933029,2,1,1,TRUE
3219,68.859627,2,1,1,TRUE
3293,33.634628,2,1,1,FALSE
3328,32.473778,2,1,1,TRUE
3230,30.648422,2,1,1,FALSE
3354,37.267509,2,1,1,TRUE
3278,70.835106,2,1,1,FALSE
3188,66.07785,2,1,1,TRUE
3326,36.01675,2,1,1,FALSE
3353,33.383701,2,1,1,FALSE
3336,70.860664,2,1,1,TRUE
3242,67.205765,2,1,1,FALSE
3188,32.887192,2,1,1,FALSE
3321,69.030884,2,1,1,TRUE
3259,32.98896,4,0,0,FALSE
3244,33.659187,4,0,0,FALSE
3252,68.17453,4,0,0,FALSE
3283,68.420303,4,0,0,FALSE
3265,69.622681,4,0,0,FALSE
3313,35.629475,4,0,0,FALSE
3306,70.130051,4,0,0,FALSE
3278,35.586487,4,0,0,FALSE
3174,32.304901,4,0,0,FALSE
3317,70.727173,4,0,0,FALSE
3315,72.437386,4,0,0,FALSE
3257,31.725334,4,0,0,FALSE
3352,32.971664,4,0,0,FALSE
3315,70.050407,4,0,0,FALSE
3297,70.203369,4,0,0,FALSE
3323,69.982925,4,0,0,FALSE
3330,36.115707,4,0,0,FALSE
3317,36.33213,4,0,0,FALSE
3245,33.303974,4,0,0,FALSE
3352,70.00544,4,0,0,FALSE
3252,69.747772,1,1,1,FALSE
3365,71.78965,1,1,1,FALSE
3308,69.151253,1,1,1,FALSE
3341,70.952713,1,1,1,FALSE
3333,69.126808,1,1,1,TRUE
3295,68.910034,1,1,1,FALSE
3269,34.648678,1,1,1,FALSE
3274,35.29789,1,1,1,FALSE
3267,71.433014,1,1,1,FALSE
3268,70.528946,1,1,1,FALSE
3306,74.188805,1,1,1,FALSE
3300,69.352005,1,1,1,FALSE
3271,69.066162,1,1,1,FALSE
3272,33.21336,1,1,1,FALSE
3217,66.129524,1,1,1,FALSE
3311,72.492981,1,1,1,FALSE
3275,34.282547,1,1,1,FALSE
3262,69.253265,1,1,1,FALSE
3198,68.74913,1,1,1,FALSE
3288,68.147964,1,1,1,FALSE
3334,70.757515,2,0,1,FALSE
3280,67.977951,2,0,1,FALSE
3274,69.717583,2,0,1,FALSE
3331,70.605354,2,0,1,FALSE
3298,69.178886,2,0,1,FALSE
3278,67.934212,2,0,1,FALSE
3305,33.682465,2,0,1,FALSE
3265,71.513405,2,0,1,FALSE
3281,75.091866,2,0,1,FALSE
3315,68.483253,2,0,1,FALSE
3334,34.875927,2,0,1,FALSE
3256,68.867096,2,0,1,FALSE
3277,31.674507,2,0,1,FALSE
3277,70.63961,2,0,1,FALSE
3359,36.283825,2,0,1,FALSE
3216,68.063751,2,0,1,FALSE
3281,34.680321,2,0,1,FALSE
3355,35.884144,2,0,1,FALSE
3291,68.995216,2,0,1,FALSE
3266,34.625362,2,0,1,FALSE
3312,71.4925,4,0,1,FALSE
3222,33.811607,4,0,1,FALSE
3287,67.745834,4,0,1,FALSE
3243,68.018806,4,0,1,FALSE
3337,34.583775,4,0,1,FALSE
3319,34.917606,4,0,1,FALSE
3404,69.138535,4,0,1,FALSE
3288,34.264191,4,0,1,FALSE
3305,35.557587,4,0,1,FALSE
3265,33.985088,4,0,1,FALSE
3327,68.262344,4,0,1,FALSE
3232,34.63942,4,0,1,FALSE
3306,70.704407,4,0,1,FALSE
3235,34.42363,4,0,1,FALSE
3246,34.148739,4,0,1,FALSE
3239,33.674873,4,0,1,FALSE
3265,70.510361,4,0,1,FALSE
3242,67.747238,4,0,1,FALSE
3224,69.571747,4,0,1,FALSE
3284,72.343987,4,0,1,FALSE
3149,34.577461,2,0,0,FALSE
3330,36.12191,2,0,0,FALSE
3212,68.673439,2,0,0,FALSE
3234,34.220875,2,0,0,TRUE
3313,69.945724,2,0,0,FALSE
3346,34.414795,2,0,0,FALSE
3204,69.004333,2,0,0,FALSE
3381,73.385223,2,0,0,FALSE
3281,35.285713,2,0,0,FALSE
3314,71.184975,2,0,0,FALSE
3318,71.444092,2,0,0,FALSE
3256,33.215195,2,0,0,FALSE
3277,34.718529,2,0,0,FALSE
3234,32.953571,2,0,0,FALSE
3367,69.378632,2,0,0,FALSE
3288,67.294685,2,0,0,FALSE
3191,31.359543,2,0,0,FALSE
3254,33.988274,2,0,0,FALSE
3323,70.055511,2,0,0,FALSE
3218,67.153336,2,0,0,FALSE
3390,70.997818,1,1,0,FALSE
3413,70.905739,1,1,0,FALSE
3293,32.651192,1,1,0,FALSE
3280,70.54921,1,1,0,FALSE
3320,34.198723,1,1,0,FALSE
3404,37.695023,1,1,0,FALSE
3402,71.206764,1,1,0,FALSE
3376,74.309082,1,1,0,FALSE
3409,70.27623,1,1,0,FALSE
3443,70.818634,1,1,0,FALSE
3329,70.134048,1,1,0,FALSE
3347,31.782127,1,1,0,FALSE
3429,71.485199,1,1,0,FALSE
3316,34.863754,1,1,0,FALSE
3349,71.702995,1,1,0,FALSE
3355,71.168907,1,1,0,FALSE
3286,69.827072,1,1,0,FALSE
3382,72.512253,1,1,0,FALSE
3394,36.409332,1,1,0,FALSE
3370,71.807297,1,1,0,FALSE
3368,36.222855,1,0,0,FALSE
3464,73.710526,1,0,0,FALSE
3311,32.727524,1,0,0,FALSE
3301,69.138153,1,0,0,FALSE
3344,31.858719,1,0,0,FALSE
3348,69.073471,1,0,0,FALSE
3299,69.28595,1,0,0,FALSE
3351,69.647552,1,0,0,FALSE
3384,37.001213,1,0,0,FALSE
3362,37.267586,1,0,0,TRUE
3442,70.811264,1,0,0,FALSE
3307,37.15419,1,0,0,FALSE
3366,73.40078,1,0,0,FALSE
3356,36.058922,1,0,0,FALSE
3400,71.004562,1,0,0,FALSE
3381,36.195168,1,0,0,FALSE
3418,38.260162,1,0,0,FALSE
3381,35.941902,1,0,0,FALSE
3298,32.483887,1,0,0,FALSE
3411,70.646416,1,0,0,FALSE
3357,34.811852,4,1,1,FALSE
3327,35.528366,4,1,1,TRUE
3343,71.492386,4,1,1,TRUE
3322,70.735512,4,1,1,TRUE
3369,70.359367,4,1,1,FALSE
3361,36.86084,4,1,1,FALSE
3340,33.282005,4,1,1,TRUE
3354,37.480247,4,1,1,TRUE
3354,70.743851,4,1,1,TRUE
3400,37.347076,4,1,1,TRUE
3342,34.25116,4,1,1,FALSE
3359,68.43541,4,1,1,FALSE
3358,73.257866,4,1,1,TRUE
3411,37.680176,4,1,1,TRUE
3370,36.248772,4,1,1,TRUE
3312,33.448967,4,1,1,TRUE
3400,71.05793,4,1,1,TRUE
3335,70.163788,4,1,1,TRUE
3424,70.517044,4,1,1,TRUE
3383,36.525387,4,1,1,TRUE
3320,34.932964,1,0,1,FALSE
3339,68.797966,1,0,1,FALSE
3415,72.151787,1,0,1,FALSE
3388,72.015915,1,0,1,FALSE
3377,73.442123,1,0,1,FALSE
3406,36.314766,1,0,1,FALSE
3453,37.236458,1,0,1,FALSE
3349,69.800865,1,0,1,FALSE
3339,69.324821,1,0,1,FALSE
3412,36.352234,1,0,1,FALSE
3413,71.143066,1,0,1,FALSE
3355,33.455166,1,0,1,FALSE
3383,37.071503,1,0,1,FALSE
3412,73.467491,1,0,1,FALSE
3358,71.499153,1,0,1,FALSE
3347,32.841202,1,0,1,FALSE
3421,69.401093,1,0,1,FALSE
3433,71.944443,1,0,1,FALSE
3303,67.955353,1,0,1,FALSE
3418,36.220505,1,0,1,FALSE
3357,71.632828,2,0,0,FALSE
3420,69.969536,2,0,0,FALSE
3332,69.038635,2,0,0,FALSE
3405,69.797897,2,0,0,FALSE
3373,69.969933,2,0,0,FALSE
3351,37.889481,2,0,0,TRUE
3332,70.163559,2,0,0,FALSE
3300,73.271667,2,0,0,FALSE
3319,73.408752,2,0,0,FALSE
3313,69.966522,2,0,0,FALSE
3388,76.035629,2,0,0,FALSE
3361,32.643978,2,0,0,FALSE
3323,34.684303,2,0,0,FALSE
3380,71.625885,2,0,0,FALSE
3311,69.807686,2,0,0,FALSE
3345,71.650574,2,0,0,FALSE
3376,70.036652,2,0,0,FALSE
3369,35.830887,2,0,0,FALSE
3338,35.769794,2,0,0,FALSE
3469,36.524643,2,0,0,FALSE
3393,72.966568,2,0,1,FALSE
3406,70.15274,2,0,1,FALSE
3324,71.488037,2,0,1,FALSE
3444,37.350338,2,0,1,FALSE
3372,71.77916,2,0,1,FALSE
3391,34.877251,2,0,1,FALSE
3330,68.422722,2,0,1,FALSE
3385,70.814102,2,0,1,FALSE
3413,35.468941,2,0,1,FALSE
3429,73.619156,2,0,1,FALSE
3301,35.16655,2,0,1,FALSE
3403,34.694122,2,0,1,FALSE
3442,36.252384,2,0,1,FALSE
3305,71.591248,2,0,1,FALSE
3363,37.708275,2,0,1,FALSE
3352,69.938171,2,0,1,FALSE
3395,74.263504,2,0,1,FALSE
3314,70.900955,2,0,1,FALSE
3342,70.060989,2,0,1,FALSE
3347,35.926048,2,0,1,FALSE
3267,34.740593,2,1,1,FALSE
3337,33.716099,2,1,1,FALSE
3318,30.961113,2,1,1,TRUE
3418,71.315582,2,1,1,TRUE
3372,73.39312,2,1,1,FALSE
3401,36.318863,2,1,1,FALSE
3325,70.771881,2,1,1,FALSE
3359,75.164185,2,1,1,FALSE
3429,72.123825,2,1,1,FALSE
3349,72.456825,2,1,1,TRUE
3350,34.314934,2,1,1,TRUE
3349,70.754906,2,1,1,FALSE
3349,31.952024,2,1,1,TRUE
3369,33.394531,2,1,1,FALSE
3388,25.41584,2,1,1,FALSE
3299,70.154465,2,1,1,TRUE
3349,36.050949,2,1,1,TRUE
3318,69.320328,2,1,1,TRUE
3294,69.84584,2,1,1,TRUE
3378,70.610519,2,1,1,TRUE
3332,32.565987,4,1,0,FALSE
3396,37.566868,4,1,0,FALSE
3449,70.472847,4,1,0,FALSE
3385,34.129105,4,1,0,FALSE
3359,37.407818,4,1,0,FALSE
3285,34.117981,4,1,0,FALSE
3321,34.339462,4,1,0,FALSE
3432,70.907806,4,1,0,FALSE
3435,37.143944,4,1,0,FALSE
3383,73.381279,4,1,0,FALSE
3374,36.502724,4,1,0,FALSE
3345,34.717026,4,1,0,FALSE
3368,72.581955,4,1,0,FALSE
3373,70.818909,4,1,0,FALSE
3299,36.46262,4,1,0,FALSE
3283,69.174088,4,1,0,FALSE
3334,33.65942,4,1,0,FALSE
3378,35.49493,4,1,0,FALSE
3396,71.093292,4,1,0,FALSE
3394,73.379189,4,1,0,FALSE
3263,33.909714,2,1,0,FALSE
3286,67.98526,2,1,0,FALSE
3312,69.963066,2,1,0,FALSE
3377,70.81469,2,1,0,FALSE
3354,70.709641,2,1,0,FALSE
3376,37.131538,2,1,0,FALSE
3357,71.563255,2,1,0,FALSE
3332,71.830269,2,1,0,FALSE
3434,37.27668,2,1,0,FALSE
3371,35.296799,2,1,0,FALSE
3329,35.972832,2,1,0,FALSE
3447,73.659767,2,1,0,FALSE
3292,35.675323,2,1,0,FALSE
3387,33.641335,2,1,0,FALSE
3374,35.518791,2,1,0,FALSE
3344,71.03244,2,1,0,FALSE
3280,66.900398,2,1,0,FALSE
3377,71.019035,2,1,0,FALSE
3390,34.611923,2,1,0,FALSE
3354,68.18692,2,1,0,FALSE
3366,69.898857,4,0,1,FALSE
3381,36.994766,4,0,1,FALSE
3328,71.55751,4,0,1,FALSE
3421,71.074211,4,0,1,FALSE
3355,70.381447,4,0,1,FALSE
3388,72.585464,4,0,1,FALSE
3309,72.535629,4,0,1,FALSE
3331,32.624771,4,0,1,FALSE
3301,69.824097,4,0,1,FALSE
3350,32.644672,4,0,1,FALSE
3345,36.324608,4,0,1,FALSE
3298,31.471979,4,0,1,FALSE
3410,68.647491,4,0,1,FALSE
3389,36.082691,4,0,1,FALSE
3342,70.246147,4,0,1,FALSE
3305,69.271996,4,0,1,FALSE
3494,72.147392,4,0,1,FALSE
3414,76.099777,4,0,1,FALSE
3352,32.832203,4,0,1,FALSE
3344,35.393909,4,0,1,FALSE
3356,36.897644,4,0,0,FALSE
3385,70.136261,4,0,0,FALSE
3403,72.705521,4,0,0,FALSE
3385,36.409874,4,0,0,FALSE
3346,36.544666,4,0,0,FALSE
3347,35.03231,4,0,0,FALSE
3332,69.854843,4,0,0,FALSE
3401,71.216614,4,0,0,FALSE
3341,70.767105,4,0,0,FALSE
3449,36.455376,4,0,0,FALSE
3371,36.903496,4,0,0,FALSE
3429,36.898766,4,0,0,FALSE
3325,68.881828,4,0,0,FALSE
3324,35.812786,4,0,0,FALSE
3355,33.732193,4,0,0,FALSE
3405,70.570015,4,0,0,FALSE
3341,37.429985,4,0,0,FALSE
3286,36.023769,4,0,0,FALSE
3341,71.668022,4,0,0,FALSE
3397,70.716736,4,0,0,FALSE
3272,34.001511,1,1,1,FALSE
3320,32.675919,1,1,1,FALSE
3391,34.332413,1,1,1,TRUE
3382,69.393524,1,1,1,FALSE
3477,38.219795,1,1,1,TRUE
3401,74.308105,1,1,1,FALSE
3347,69.624817,1,1,1,TRUE
3316,32.686478,1,1,1,FALSE
3318,67.820343,1,1,1,TRUE
3302,34.191391,1,1,1,FALSE
3361,35.749947,1,1,1,FALSE
3350,70.754166,1,1,1,TRUE
3331,76.064934,1,1,1,TRUE
3365,35.565121,1,1,1,FALSE
3357,69.155983,1,1,1,FALSE
3371,37.101494,1,1,1,FALSE
3327,73.373199,1,1,1,FALSE
3300,68.205223,1,1,1,FALSE
3420,72.228111,1,1,1,FALSE
3372,30.97274,1,1,1,TRUE
3447,78.058578,4,1,1,TRUE
3470,70.049538,4,1,1,TRUE
3439,71.531746,4,1,1,TRUE
3442,38.531464,4,1,1,TRUE
3450,70.052307,4,1,1,TRUE
3459,36.328552,4,1,1,TRUE
3442,38.023571,4,1,1,TRUE
3476,72.232811,4,1,1,TRUE
3476,73.488106,4,1,1,TRUE
3394,35.646175,4,1,1,TRUE
3516,73.850601,4,1,1,TRUE
3371,34.721283,4,1,1,TRUE
3441,32.060318,4,1,1,TRUE
3326,69.457298,4,1,1,TRUE
3406,37.158043,4,1,1,TRUE
3472,75.339111,4,1,1,TRUE
3412,70.639816,4,1,1,TRUE
3418,35.618244,4,1,1,TRUE
3525,74.562943,4,1,1,TRUE
3599,74.841995,4,1,1,TRUE
3446,36.409241,1,0,1,FALSE
3408,73.421921,1,0,1,FALSE
3477,72.707268,1,0,1,FALSE
3480,38.006691,1,0,1,FALSE
3393,35.377724,1,0,1,FALSE
3503,37.258423,1,0,1,FALSE
3501,35.520313,1,0,1,FALSE
3459,36.430992,1,0,1,FALSE
3491,71.322525,1,0,1,FALSE
3403,76.164612,1,0,1,FALSE
3446,72.049675,1,0,1,FALSE
3525,70.593658,1,0,1,FALSE
3493,36.357979,1,0,1,FALSE
3420,71.970596,1,0,1,FALSE
3489,74.092392,1,0,1,FALSE
3407,72.088081,1,0,1,FALSE
3518,74.650795,1,0,1,FALSE
3319,33.600723,1,0,1,FALSE
3423,38.028366,1,0,1,FALSE
3413,70.984177,1,0,1,FALSE
3450,70.668343,4,0,0,FALSE
3473,71.420799,4,0,0,FALSE
3489,71.858871,4,0,0,FALSE
3426,73.494072,4,0,0,FALSE
3418,72.710709,4,0,0,FALSE
3446,37.220211,4,0,0,FALSE
3426,36.562897,4,0,0,FALSE
3513,73.119949,4,0,0,FALSE
3488,38.590569,4,0,0,FALSE
3454,35.261021,4,0,0,FALSE
3463,74.573334,4,0,0,FALSE
3450,37.670708,4,0,0,FALSE
3428,37.127502,4,0,0,FALSE
3482,37.269482,4,0,0,FALSE
3393,76.057465,4,0,0,FALSE
3441,70.189423,4,0,0,FALSE
3523,72.076477,4,0,0,FALSE
3400,33.761982,4,0,0,FALSE
3553,39.594902,4,0,0,FALSE
3396,73.379532,4,0,0,FALSE
3465,38.607475,1,1,1,TRUE
3416,38.009789,1,1,1,FALSE
3477,73.557701,1,1,1,TRUE
3479,34.802742,1,1,1,TRUE
3443,38.439445,1,1,1,TRUE
3472,75.569283,1,1,1,FALSE
3485,73.547531,1,1,1,TRUE
3415,75.308479,1,1,1,FALSE
3441,71.010735,1,1,1,TRUE
3411,35.529968,1,1,1,TRUE
3492,79.830444,1,1,1,TRUE
3528,74.694801,1,1,1,TRUE
3507,78.077667,1,1,1,TRUE
3479,74.481773,1,1,1,TRUE
3432,69.556053,1,1,1,TRUE
3381,70.059364,1,1,1,TRUE
3420,69.427711,1,1,1,TRUE
3468,36.328217,1,1,1,FALSE
3442,73.384933,1,1,1,FALSE
3373,69.203949,1,1,1,FALSE
3442,37.616173,1,1,0,FALSE
3444,38.229843,1,1,0,FALSE
3440,72.432144,1,1,0,FALSE
3488,73.604706,1,1,0,FALSE
3447,36.995773,1,1,0,FALSE
3479,73.439011,1,1,0,FALSE
3457,70.50766,1,1,0,FALSE
3446,71.867584,1,1,0,FALSE
3487,70.126213,1,1,0,FALSE
3466,30.169861,1,1,0,FALSE
3458,72.789536,1,1,0,FALSE
3386,70.834549,1,1,0,FALSE
3480,71.285339,1,1,0,FALSE
3488,33.904228,1,1,0,FALSE
3398,69.184586,1,1,0,FALSE
3505,74.544662,1,1,0,FALSE
3395,71.715103,1,1,0,FALSE
3479,71.350052,1,1,0,FALSE
3462,71.2024,1,1,0,FALSE
3447,37.698456,1,1,0,FALSE
3462,37.31559,4,1,0,FALSE
3490,35.578102,4,1,0,FALSE
3413,73.525734,4,1,0,FALSE
3394,69.990936,4,1,0,FALSE
3378,68.444664,4,1,0,FALSE
3443,38.113152,4,1,0,FALSE
3446,70.861465,4,1,0,FALSE
3403,74.309853,4,1,0,FALSE
3515,71.459869,4,1,0,FALSE
3372,35.337379,4,1,0,FALSE
3441,38.245621,4,1,0,TRUE
3476,34.599934,4,1,0,FALSE
3431,34.71093,4,1,0,FALSE
3445,74.470299,4,1,0,FALSE
3380,72.588783,4,1,0,FALSE
3381,70.753174,4,1,0,FALSE
3434,36.25449,4,1,0,FALSE
3434,38.553028,4,1,0,TRUE
3474,69.768906,4,1,0,FALSE
3456,72.726059,4,1,0,FALSE
3459,38.104149,1,0,0,FALSE
3477,74.569733,1,0,0,FALSE
3481,71.395065,1,0,0,FALSE
3424,35.526772,1,0,0,FALSE
3442,39.164158,1,0,0,FALSE
3368,74.457115,1,0,0,FALSE
3469,73.911804,1,0,0,FALSE
3525,73.946083,1,0,0,FALSE
3470,38.831013,1,0,0,FALSE
3460,72.293533,1,0,0,FALSE
3428,37.853268,1,0,0,FALSE
3439,70.066643,1,0,0,FALSE
3441,35.531799,1,0,0,FALSE
3389,73.256554,1,0,0,FALSE
3470,70.819878,1,0,0,FALSE
3439,70.765968,1,0,0,FALSE
3391,71.319244,1,0,0,FALSE
3453,72.818138,1,0,0,FALSE
3525,72.524734,1,0,0,FALSE
3407,69.3078,1,0,0,FALSE
3419,37.23307,2,1,1,TRUE
3477,70.900421,2,1,1,TRUE
3399,34.649277,2,1,1,TRUE
3423,36.957573,2,1,1,TRUE
3534,74.000801,2,1,1,TRUE
3403,72.329529,2,1,1,FALSE
3452,35.875893,2,1,1,FALSE
3485,34.732628,2,1,1,TRUE
3432,71.997017,2,1,1,TRUE
3389,69.014648,2,1,1,TRUE
3405,72.573456,2,1,1,TRUE
3476,36.411713,2,1,1,TRUE
3505,72.263779,2,1,1,TRUE
3449,36.258846,2,1,1,TRUE
3483,38.367867,2,1,1,TRUE
3368,34.15691,2,1,1,TRUE
3467,38.597965,2,1,1,TRUE
3372,69.402641,2,1,1,TRUE
3466,72.107613,2,1,1,FALSE
3508,73.528915,2,1,1,TRUE
3487,38.122231,2,0,1,FALSE
3433,71.786713,2,0,1,FALSE
3488,73.018562,2,0,1,FALSE
3441,71.143517,2,0,1,FALSE
3411,35.444435,2,0,1,FALSE
3475,38.352146,2,0,1,FALSE
3458,71.79969,2,0,1,FALSE
3545,40.271355,2,0,1,FALSE
3458,37.186214,2,0,1,FALSE
3468,71.807793,2,0,1,FALSE
3390,34.230461,2,0,1,FALSE
3462,74.468842,2,0,1,FALSE
3449,73.559586,2,0,1,FALSE
3517,75.398163,2,0,1,FALSE
3447,37.119942,2,0,1,FALSE
3440,70.893806,2,0,1,FALSE
3436,71.890656,2,0,1,FALSE
3457,37.87867,2,0,1,FALSE
3395,69.07933,2,0,1,FALSE
3399,38.170578,2,0,1,FALSE
3441,33.841805,2,0,0,FALSE
3456,35.541969,2,0,0,FALSE
3455,37.123856,2,0,0,FALSE
3419,34.507912,2,0,0,FALSE
3402,68.943359,2,0,0,FALSE
3356,72.529907,2,0,0,FALSE
3484,71.007645,2,0,0,FALSE
3387,33.821899,2,0,0,FALSE
3487,38.062263,2,0,0,FALSE
3519,73.719666,2,0,0,FALSE
3437,37.784378,2,0,0,FALSE
3393,38.48772,2,0,0,FALSE
3405,33.611069,2,0,0,FALSE
3460,73.637543,2,0,0,FALSE
3437,71.656509,2,0,0,FALSE
3430,33.928596,2,0,0,FALSE
3414,70.292023,2,0,0,FALSE
3507,38.120941,2,0,0,TRUE
3349,37.398418,2,0,0,FALSE
3466,72.135567,2,0,0,FALSE
